बश	bs
तुझे	tujhe
इसपे	espe
और	aur
चाहिए	chahiye
थे	the
अब	ab
तेरी	teri
कुछ	kuch
भुख	bhookh
कम	kam
हुई	hui
होगी	hogi
कभि	kbhi
दीमाग	dimg
से	se
ब	b
का	kaam
लिया	liya
करो	kroo
आरे	ary
सच	sch
तवबहि	tbhi
बोला	bola
चाहे	chahe
वो	vo
थी	thi
पागल	pgl
पी	pi
क	k
ही	hi
तो	toh
सच	sach
य्याता	jta
ह	h
इस	is
मोउर	maur
से	se
जितना	jitna
ह	h
ऐसे	aise
लोग	logg
के	ke
है	hai
का	kyaa
वब्याश	bass
डडालना	daalna
है	hai
कुछ	kuch
भी	bhi
बात	baat
ओर	or
यवब	jb
इतना	itne
वबे	bde
का	ka
है	hai
तो	to
गामारने	ga__mrnae
आया	aya
है	hai
इय़ार	yr
पहली	pehli
बात	baat
हम	hume
किसी	kisi
पे	pe
ब	b
नी	ni
करना	krna
चाहिय़े	chaiye
चाहे	chahe
वो	wo
कोई	koi
ब	b
हो	ho
इय़ार	yr
शादी	shaadi
से	se
पहले	pehle
कछ	kch
ब	b
नी	ni
कछ	kch
ऐसी	aisi
है	hai
जो	jo
क	k
मिठे	meethe
मिठे	meethe
बाहों	baaton
में	me
फुस	fus
जातीं	jaatin
है	hai
और	aur
ऐसा	aisa
का	kaam
हो	ho
जाता	jaata
है	hai
अगर	agr
वो	wo
आप	aap
से	se
सच्चा	saccha
प्या	pya
करता	krta
है	hai
तो	to
वो	wo
कभि	kbi
ब	b
नी	ni
होगा	hoga
कुकि	kuki
इँहा	yha
सवब	sb
है	hai
यार	yaar
य	y
बचपन	bachpan
वाला	wala
प्यार	pyaar
क	k
कवब	kb
होंगे	honge
भाई	bhai
सावब	saaab
अपनी	apni
पे	pe
ही	hi
का	ka
से	se
ब	b
य्यादा	jyda
माजा	maja
देता	deta
ह	h
ये	ye
तो	to
भजानपुरा	bhajanpura
वाले	wale
प	p
होना	hona
चाहिए	chahiye
था	tha
गाना	gaana
गा-	gaa-
आजा	aaja
लट	loat
के	ke
आजा	aaja
मेरे	mere
मीत	meet
तुझे	tujhe
मेरे	mere
गीत	geet
बुलाते	bulate
हैं	hain
क्या	kya
उम्र	umar
है	hai
आपकि	apki
वबावबाजि	babaji
जो	jo
मुझे	mujhe
तो	to
वबोलने	bolne
मैं	main
भी	bh
हसी	hasi
आ	a
रह	rh
है	hai
अपने	apne
का	ka
दो	do
में	me
उस	us
से	se
पूछ	puch
के	ke
तुमहे	tmhe
वबताति	btati
हू	hu
कछ	kch
नेहि	nhe
हो	ho
सकता	sakta
भूल	bhul
जा	ja
उस	usse
तू	tu
ही	he
ना	na
किय़ा	kia
क्र	kr
दूर	dur
से	se
ही	he
का	kaam
चला	chala
ले	le
पर	par
किसी	kisi
कुटिया	kutiya
से	se
बात	baat
कर	kar
लेता	leta
जब	jab
तक	tak
ना	na
हो	ho
तो	to
अभी	abhi
बाकी	baki
ह	h
मेरे	mere
दोस्त	dost
क्या	kya
लड़कियो	ladkiyo
को	ko
ब	b
मह	meh
वबन्द	bnd
किया	kiya
गया	gya
है	hai
प्यार	pyar
करना	krna
ह	h
तो	to
से	se
करो	kro
तो	to
व	v
होते	hote
ह	h
हमारा	hamara
पे	pe
करता	karta
है	hai
है	hai
कहाँ	kahan
सबको	sabko
नही	nahi
मिल	mil
रही	rahi
को	ko
देके	deke
हार	har
जगह	jagah
का	ka
ही	hi
करती	karti
है	hai
तुम	tum
दो	do
उनको	unko
कोई	koi
नही	nahi
उन्हे	unhe
कराओ	karao
जिनको	jinko
ज़रूरत	zarurat
है	hai
एक	ek
अलग	alag
से	se
ही	hi
खोल	khol
दो	do
ना	na
इनके	enke
लिए	liye
सारी	sari
कम	kam
से	se
कम	kam
हामे	hme
कोई	koi
अफ़सोस	afsos
तो	toh
नही	nahi
होगा	hoga
की	ki
होते	hote
हुए	hue
ब	b
नहीं	nhi
मिलता	milta
लोगी	logi
भाई	bhai
लोग	log
आप	aap
को	ko
दे	de
कर	kar
तो	to
ही	hi
चुके	chuke
हो	ho
एक	ek
बार	baar
को	ko
कर	kar
के	ke
देख	dekh
लीजिए	lijiye
क्यू	kyu
की	ki
इतना	itne
एक	ek
ऐसा	aisa
को	ko
मिला	mila
ह	ha
जो	jo
मत	mata
की	ki
जय	jai
बोलता	bolta
ह	h
देश	desh
के	ke
लिए	liye
बोलता	bolta
ह	ha
लोगी	logi
भाई	bhai
लोग	log
आप	aap
को	ko
दे	de
कर	kar
तो	to
ही	hi
चुके	chuke
हो	ho
एक	ek
बार	baar
को	ko
कर	kar
के	ke
देख	dekh
लीजिए	lijiye
क्यू	kyu
की	ki
इतना	itne
एक	ek
ऐसा	aisa
को	ko
मिला	mila
ह	ha
जो	jo
मत	mata
की	ki
जय	jai
बोलता	bolta
ह	h
देश	desh
के	ke
लिए	liye
बोलता	bolta
है	hai
अगर	agar
करने	krne
क	k
ले	lye
करने	krne
क	k
ले	lye
माना	mna
किया	kiya
ह	h
अपनी	apni
किसी	kisi
क	k
से	se
क्र	kr
क	k
बात	baat
क्र	kr
ले	le
कसम	kasam
ब	b
नी	ni
टूटेगी	tutegi
दो	d0
बस	bas
तुम	tum
ये	ye
करो	karo
की	ki
उसे	usey
भूल	bhool
जो	jao
अगर	agar
वो	woh
एक	ek
आच्छा	acha
होता	hota
तो	toh
तुझे	tujhe
समझता	samjhta
की	ki
एक	ek
लड़की	ladki
के	ke
लिए	liye
की	ki
क्या	kya
होती	hoti
है	hai
यह	yeh
सब	sab
शादि	shadi
के	ke
बार	baad
ही	hi
आच्छा	acha
रहता	rehta
है	hai
ना	na
अभी	abhi
अरे	arre
इय़ार	yrr
ये	ye
पुराना	purana
तरीका	tarika
ह	h
को	ko
करने	krne
कोई	koi
अपनी	apni
नी	ni
कटता	katta
आज	aaj
की	ki
दुनिया	duniya
में	me
कोई	koi
नी	ni
ह	h
लको	ldko
में	me
तो	to
सवब	sb
चलता	chalta
ह	h
इय़ार	yr
मस्त	mst
आज	aj
कल	kal
लकिय़ा	ldkiya
कनसा	knsa
कम	kam
होति	hti
ह	h
सही	sahi
बात	bat
तू	tu
सबके	sabke
नही	nahi
करता	karta
तारे	tare
पर	par
याय़दा	jayada
हो	ho
गये	gaye
ह	h
तो	to
तू	tu
दिखाय़ेगा	dikhaega
करेगा	karega
और	aur
भाई	bhai
से	se
कोई	koi
लड़की	ladki
ओय़ादकि	wadki
पति	pati
की	ki
नही	nahi
ही	hi
तो	to
वबनना	bna
रहे	rhe
ह	h
इँहा	yha
क्रान्ति	kranti
ओरान्ति	wranti
तो	to
बढ़	bad
में	me
होती	hoti
रहेगि	rhegi
+en_suffix	hinglish
अब	ab
यह	yaha
भी	bhi
क	k
लिए	liye
आग्याय़ा	agya
कोई	koi
बीटी	bt
नी	ni
इय़ार	yr
जा	jaa
क	k
वबता	bta
दे	de
को	ko
ओर	or
बोल	bol
वबााओ	badao
तो	to
तू	tu
ब	b
तो	to
देख	dekh
रहा	raha
था	tha
उस	uss
लड़की	ladki
को	ko
और	aur
ये	ye
ब	b
पाता	pta
ला	lag
गया	gaya
क	k
वो	vo
नी	ni
ह	h
कम	kam
तो	to
तू	tu
ब	b
नी	ni
ह	h
जा	ja
को	ko
दे	de
दे	de
बीती	beti
खुस	khus
रहेगी	rahegi
अब	ab
दियो	diyo
का	ka
छू	chu
साले	saale
खत्म	khatm
करके	karke
देख	dekh
लेता	leta
से	se
है	hai
तू	tu
तब	tab
रहेगा	rahega
ही	hi
हाँ	haan
सुनाऊँ	sunao
हामभि	humbhi
देखे	dekhen
डालने	dalne
के	ke
इलावबा	ilawa
मेरी	meri
ब	b
पापा	papa
से	se
वबश	bs
हाँ	haan
ना	na
में	mein
बात	baat
होती	hoti
ह	h
कब	kab
ही	he
कर	kar
देना	dena
हम	hum
आ	aa
जाएंगे	jayenge
चोर	chor
दिया	diya
वबश	bs
ऐसी	aisi
अंग्रेज़ी	angrezi
क	k
बार	baad
तो	to
उसने	usne
क्र	kr
लेना	lena
था	tha
माँ	maa
को	ko
की	ki
वबताय़ेगा	btayega
तो	to
कहो	khud
की	ki
झाँन्डड	jhnd
पाएगा	payega
में	me
लड़कियाँ	ladkiya
मिलने	milne
लगी	lagi
ह	h
शाले	sale
लगती	lagti
ह	h
क्या	kya
वाह	waha
अच्छा	accha
तुम	tum
ही	he
बटा	bata
दो	do
तुम्हें	tumhein
क्या	kya
करना	karna
है	hai
में	mein
मैं	main
बात	baat
कर	kar
लूँगा	lunga
से	se
तू	tu
दर	darr
सुकेर	suker
ह	h
तू	tu
तूने	tune
बोल	bol
दी	di
में	me
नी	ni
तो	to
तुझे	tuje
पाता	pta
ए	e
ह	h
भाइय़ा	bhaiya
ह	h
तो	to
सच	sach
बीटी	bt
वबहत	bht
वबा	bda
ह	h
इय़ार	yr
पते	pdhte
पते	pdhte
होने	hone
लगी	lgi
तो	to
इसका	iska
मतलब	matlab
तेरा	tera
रक्षा	raksha
बन्धन	bandhan
एक	ek
ही	hi
दिन	din
आता	ata
है	hai
कितने	kitne
ये	ye
भी	bhi
वबाताओ	batado
मुझे	mujhe
तो	to
हो	ho
गये	gaye
अभी	abhi
तक	tak
ह	ha
ही	hi
नहीं	nhi
बोला	bola
ओर	or
उसके	uske
ह	ha
से	se
होता	hota
भी	bhi
क्या	kya
ह	h
तु	tooo
म	m
दूर	dur
रहके	rhke
भी	bhi
करता	krta
ओर	or
वो	wo
मुझसे	mujhse
दूर	dur
रहके	rhke
ह	h
ही	hi
र	r
भाइय़ा	bhaya
तू	tu
घर	ghar
जा	ja
ओर	or
पकोे	pkode
ताल	tal
हामे	hme
ना	na
पका	pka
तेरा	tera
प्याय़ार	pyarr
होता	hota
तो	to
तुझे	tujhe
प्यार	pyar
नही	nahi
होता	hota
इय़ार	yr
तुम	tum
डाल	dal
ते	te
हो	ho
या	ya
या	ya
पूरी	puri
चाप	chaaappp
देते	dete
हो	ho
बेटा	beta
कुछ	kuch
दिन	din
बाद	bd
रक्षा	rakhsha
बन्धन	bandhan
आने	aane
वाला	wala
है	hai
भूल	bhul
क	k
व	v
मत	mat
मै	mai
जाना	jana
बस	bas
पहला	pehla
जीत	jeet
लो	lo
तो	to
पहले	pehle
भी	bhi
जीता	jeeta
है	hai
अरे	arre
नहीं	nhi
यार	yaar
तेरा	tera
क्याय़से	kse
हो	ho
सकता	skta
ह	h
में	me
तो	to
होते	hote
ह	h
कछ	kch
नया	naya
नी	ni
ह	h
क्या	kya
क	k
पास	pass
है	hey
माना	mana
की	ki
उन्होंने	unhone
जाना	janam
दिया	diya
है	hai
पर	par
साँसें	saanse
छिनने	chinne
का	ka
हूक	huk
तो	toh
उन्हे	unhe
भी	bhi
नही	nahi
है	hai
य	y
पर	par
भी	bhi
होने	hone
वाला	wala
है	hai
अब	ab
ये	ye
वो	wo
बात	baat
करता	karta
है	hai
वरना	warna
दुसरो	dusro
से	se
मजे	mazze
लेता	leta
है	hai
आज	aaj
नहीं	nhi
सम्भालि	sambhli
तो	to
बार	baad
में	mein
बहोत	bahot
रोएगी	royegi
से	se
इसी	isi
की	ki
तलाश	talash
थी	thi
थोड़ा	thoda
और	aur
पुराना	purana
पुछना	poochna
था	tha
ना	na
कहीं	kahin
मैं	mae
तो	to
नहीं	nahin
वब्याय़से	vse
पिछ्ले	peechle
पर	pr
वबनना	bna
पड़े	padhe
किया	kiya
तब	tab
भी	bhi
होग्याय़े	hgaye
ऐसे	aise
नी	ni
होता	hota
कुछ	kuch
अच्छे	ache
लड़के	ladke
भी	bhi
मै	mai
अपनी	apni
बात	bat
नी	ni
करा	karra
मेरे	mere
दोस्त	dost
ह	h
जो	jo
लड़कियो	ladkiyo
को	ko
भूत	bhut
अच्छी	achi
तरह	tarah
करते	karte
ह	h
अबे	abe
ओ	o
कभि	kbi
की	ki
राजनीति	raajneeti
देखनी	dekhni
हो	ho
तो	to
याइओ	jaio
मुद्दों	muddo
पे	pe
होती	hoti
ह	h
वहाँ	vaha
ना	na
की	ki
ऐसा	aisa
तू	tu
चुथिय़ा	chutiya
ह	h
जो	jo
क	k
नाम	naam
पर	par
की	ki
म	m
किया	kiya
आच्छा	acha
अब	ab
समझा	smjha
तूने	tune
क	k
क्यू	kyu
दिया	diya
अब	ab
बिजली	bijli
सस्ती	sasti
क्र	kr
देंगी	degi
मेगङ्गाय़ि	mahngai
कम	kam
क्र	kr
देंगी	degi
लोकपाल	lokpal
ले	le
आएगी	aegi
और	aur
की	ki
दूर	door
क्र	kr
देंगी	degi
है	hai
ना	na
शावबाश	shabash
म	m
या	ya
क	k
खिलाफ	khilaf
नही	nahi
हू	hu
क	k
की	ki
म	m
क	k
मुद्दों	muddo
पर	par
होनी	honi
चाहिए	chahiye
ना	na
की	ki
देश	desh
या	ya
क	k
मुद्दे	mudde
पर	par
को	ko
जाना	jana
चाहिए	chahiye
था	tha
से	se
क	k
हम	hum
म	m
थोड़ी	thodi
अकल	akal
आए	aye
और	aur
ऐसा	aisa
आए	aye
म	m
इन	in
की	ki
उतनी	utni
नहीं	nhi
ह	h
जितनी	jitni
की	ki
ह	h
तो	to
वबनाय़ा	bnaya
ही	hi
क्यू	q
पहले	pehle
ही	hi
थी	thi
क्या	kya
वबनि	bni
ह	h
इस	is
की	ki
धमकि	dhamki
से	se
शुरू	shuru
हुई	hui
और	aur
होते	hote
होते	hote
गिगिाहट	gidgidahat
बन	ban
गयी	gayi
ताश	taash
हुए	hue
हार	haare
तो	tou
में	me
लग	lg
जाते	jate
हैं	hain
ओर	or
आशिक़ी	aashiqui
में	me
होता	hota
है	hai
पैसा	paisa
सब	sab
कुछ	kuch
खरीद	kharid
सकता	sakta
है	hai
पे	pe
भेजना	bhejna
था	tha
ना	na
इय़े	yh
ह	h
साय़ेद	sayad
लगता	lgta
ह	h
ने	ne
तुम्हे	tumhe
किया	kiya
ह	h
ये	ye
करने	krne
के	ke
लिए	liye
चाहे	chahe
सही	sahi
चाहे	chahe
गलत	galat
तुम	tum
कुछ	kuch
नहीं	nhi
क्र	kr
सकते	sakte
लड़कों	ladko
तू	tu
भी	bhi
दारू	daaru
पी	pee
क	k
बोल	bol
द	d
उसे	usey
फिर	phr
वो	wo
हो	ho
जाएगी	jaegi
शाले	sale
किलास्ते	kilaste
ह	h
सवब	sb
वबिहारीओ	bihario
से	se
के	qk
हम	hum
ह	h
ही	hi
तुम्हारे	tumhare
खून	khoon
मेंइ	mei
ही	hi
धोका	dhoka
ओर	or
फ़रेब	fareb
है	hai
वालो	walo
को	ko
क्या	kya
बोलती	bolti
है	hai
दुसरो	dusro
के	ke
घर	ghar
मेंइ	mei
आकर	akar
था	th
हार	har
कोई	koi
हक़	haq
